SpecName	accGenus	accSpecies	PalmTribe	PalmSubfamily	Climbing	Acaulescent	Erect	StemSolitary	StemArmed	LeavesArmed	MaxStemHeight_m	MaxStemDia_cm	UnderstoreyCanopy	MaxLeafNumber	Max_Blade_Length_m	Max_Rachis_Length_m	Max_Petiole_length_m	AverageFruitLength_cm	MinFruitLength_cm	MaxFruitLength_cm	AverageFruitWidth_cm	MinFruitWidth_cm	MaxFruitWidth_cm	FruitSizeCategorical	FruitShape	FruitColorDescription	MainFruitColors	Conspicuousness
Pinanga caesia	Pinanga	caesia	Areceae	Arecoideae	0	0	1	1	0	0	3	10	understorey		3		1.25	1.7			1.2			small		orange red to black	"orange; red; black"	conspicuous
Pinanga capitata	Pinanga	capitata	Areceae	Arecoideae	0	0	1	0	0	0	2	5	understorey	8	2.4	2	0.45	1.2			0.7			small	ovoid	purplish-black	black	cryptic
Pinanga cattienensis	Pinanga	cattienensis	Areceae	Arecoideae	0	0	1	0	0	0	1.5	2	understorey		2.11		1.21	1.9	1.8	2	0.55	0.5	0.6	small	globose	red-pink	"red; pink"	conspicuous
Pinanga celebica	Pinanga	celebica	Areceae	Arecoideae	0	0	1	1	0	0	5	6	understorey		2		0.45	1.5			0.9			small	globose	"purple; pulp as well"	purple	cryptic
Pinanga chaiana	Pinanga	chaiana	Areceae	Arecoideae	0	0	1	1	0	0	5.5	2.5	canopy	7	2	1.82	0.2	1.35	1	1.7	0.6			small	globose	almost mature fruit greenish yellow	yellow	conspicuous
Pinanga cleistantha	Pinanga	cleistantha	Areceae	Arecoideae	0	0	1	0	0	0	3	0.7	understorey	8	0.3			1.5			1			small	globose	purplish brown	brown	cryptic
Pinanga copelandii	Pinanga	copelandii	Areceae	Arecoideae	0	0	1	1	0	0	10	20	canopy		3			2	1.5	2.5	1			small	elongate	red turning deep purplish-black	"red; black"	conspicuous
Pinanga coronata	Pinanga	coronata	Areceae	Arecoideae	0	0	1	0	0	0	10	10	canopy	7	3	2	0.95	1.3	1.1	1.5	0.8	0.6	1	small	ovoid	"yellow pink to black; on red rachis"	"yellow; pink; black"	conspicuous
Pinanga crassipes	Pinanga	crassipes	Areceae	Arecoideae	0	0	1	1	0	0	2	7	understorey		3.5		2.1	1.6			0.9			small	ovoid	pinkish red to black	"red; black"	conspicuous
Pinanga cucullata	Pinanga	cucullata	Areceae	Arecoideae	0	0	1	0	0	0	0.6	0.8	understorey	8	0.5			1.3			0.5			small		black	black	cryptic
Pinanga cupularis	Pinanga	cupularis	Areceae	Arecoideae	0	0	1	0	0	0	2	0.8	understorey	6	0.46	0.4	0.09	1.6	1.2	2	0.3	0.2	0.4	small	ovoid			
Pinanga curranii	Pinanga	curranii	Areceae	Arecoideae	0	0	1	1	0	0	15	15	canopy		2.5		0.45	1.5			1			small	ovoid	"red; eaten by squirles"	red	conspicuous
Pinanga declinata	Pinanga	declinata	Areceae	Arecoideae	0	0	1	0	0	0	5	5.5	understorey	7	1.63	1.11	0.57	1.75	1.5	2	0.6	0.5	0.7	small				
Pinanga decora	Pinanga	decora	Areceae	Arecoideae	0	0	1	0	0	0	8	12	canopy		1.5	1.5		1.5			1			small		reddish	red	conspicuous
Pinanga densiflora	Pinanga	densiflora	Areceae	Arecoideae	0	0	1	0	0	0	2	5	understorey	7	2		0.55	1.6			0.8			small	ovoid	red	red	conspicuous
Pinanga dicksonii	Pinanga	dicksonii	Areceae	Arecoideae	0	0	1	2	0	0	6	5	canopy		1.5			2			0.7			small	globose			
Pinanga disticha	Pinanga	disticha	Areceae	Arecoideae	0	0	1	0	0	0	1.8	1	understorey	6	1.5	0.6	0.85	1.35	1.2	1.5	0.9	0.8	1	small	ovoid	red	red	conspicuous
Pinanga dumetosa	Pinanga	dumetosa	Areceae	Arecoideae	0	0	1	0	0	0	1	1.3	understorey	8	1.5	0.75	0.8	1.5			0.7			small	globose	from crimson to purplish-black	"red; black"	conspicuous
Pinanga egregia	Pinanga	egregia	Areceae	Arecoideae	0	0	1	1	0	0	2	1.5	understorey	7	0.87	0.65	0.24	1.6			0.8			small		"pinkish; ripening red then purplish-black"	"red; black"	conspicuous
Pinanga forbesii	Pinanga	forbesii	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga fractiflexa	Pinanga	fractiflexa	Areceae	Arecoideae	0	0	1	0	0	0	5	5	understorey	11	2	2		3			1.5			small		brownish yellow	yellow	conspicuous
Pinanga furfuracea	Pinanga	furfuracea	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga geonomiformis	Pinanga	geonomiformis	Areceae	Arecoideae	0	0	1	2	0	0	5	3	understorey		1		0.29	1			0.8			small		pink to purplish black	"pink; black"	conspicuous
Pinanga glauca	Pinanga	glauca	Areceae	Arecoideae	0	0	1	0	0	0	3.5	1.5	understorey	5	0.56		0.13	1.2			0.9			small				
Pinanga glaucescens	Pinanga	glaucescens	Areceae	Arecoideae	0	0	1		0	0								1.7			1			small		black	black	cryptic
Pinanga glaucifolia	Pinanga	glaucifolia	Areceae	Arecoideae	0	0	1	1	0	0	3	6	understorey	8	1.23	1	0.25	2			1.8			small	ovoid	"ripening yellow then red; but ultimately satiny purplish-black"	"yellow; red; black"	conspicuous
Pinanga globulifera	Pinanga	globulifera	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga gracilis	Pinanga	gracilis	Areceae	Arecoideae	0	0	1	0	0	0	4	1.5	understorey	6	0.73	0.6	0.15	1.8	0.8		1			small	globose	red	red	conspicuous
Pinanga gracillima	Pinanga	gracillima	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga grandijuga	Pinanga	grandijuga	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga grandis	Pinanga	grandis	Areceae	Arecoideae	0	0	1		0	0																dark green	green	cryptic
Pinanga griffithii	Pinanga	griffithii	Areceae	Arecoideae	0	0	1	0	0	0	3	2	understorey		1	1		1.5			0.7			small		purple-black	"purple; black"	cryptic
Pinanga heterophylla	Pinanga	heterophylla	Areceae	Arecoideae	0	0	1	1	0	0	3	1.5	understorey		1		0.29	1			0.8			small	globose	"green turning red; purplish-black"	"green; red; black"	conspicuous
Pinanga hexasticha	Pinanga	hexasticha	Areceae	Arecoideae	0	0	1	1	0	0	10	10	canopy		1.5	1.5		1.35	1.3	1.4	3			small				
Pinanga hookeriana	Pinanga	hookeriana	Areceae	Arecoideae	0	0	1	1	0	0	1	2	understorey		1.5			1.2			0.7			small				
Pinanga humilis	Pinanga	humilis	Areceae	Arecoideae	0	0	1	0	0	0	1	1	understorey	5	1.17	0.4	0.82	1.7			0.4			small	ovoid	white or yellowish to red	"white; red"	conspicuous
Pinanga hymenospatha	Pinanga	hymenospatha	Areceae	Arecoideae	0	0	1		0	0	1	0.5	understorey	6	0.4	0.4	0.12								ovoid			
Pinanga inaequalis	Pinanga	inaequalis	Areceae	Arecoideae	0	0	1	1	0	0	1		understorey		1			1.3						small	ovoid			
Pinanga insignis	Pinanga	insignis	Areceae	Arecoideae	0	0	1	1	0	0	15	25	canopy		6			2.6			1.2			small	globose	red	red	conspicuous
Pinanga isabelensis	Pinanga	isabelensis	Areceae	Arecoideae	0	0	1	1	0	0	3	2	understorey		0.95		0.31	2			0.9			small	ovoid			
Pinanga jamariensis	Pinanga	jamariensis	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga jambusana	Pinanga	jambusana	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga javana	Pinanga	javana	Areceae	Arecoideae	0	0	1	1	0	0	10	15	canopy	10	3	2.7	0.33	2.3	2	2.6	1.3	1.1	1.4	small	globose	"pale pinkish yellow when young; when ripe turning dark red then black"	"red; black"	conspicuous
Pinanga johorensis	Pinanga	johorensis	Areceae	Arecoideae	0	0	1	0	0	0	7	3	canopy	9	1.38	1	0.43	3			1.5			small				
Pinanga keahii	Pinanga	keahii	Areceae	Arecoideae	0	0	1	0	0	0	4	2	understorey	7	1.3		0.27	3.1			1.4			small	ovoid	pale yellow green	green	cryptic
Pinanga kontumensis	Pinanga	kontumensis	Areceae	Arecoideae	0	0	1	0	0	0	2	1	understorey	8	0.3	0.3	0.12	1.5			0.4			small	globose	white or yellowish	white	cryptic
Pinanga lacei	Pinanga	lacei	Areceae	Arecoideae	0	0	1		0	0	1	1	understorey		0.3	0.3		1.5			0.7			small	globose			
Pinanga latisecta	Pinanga	latisecta	Areceae	Arecoideae	0	1	0	1	0	0	1	4	understorey	8	1.5		0.45	1.7			0.9			small	globose	"green against bright red fruit stalk; turning purplish black"	"green; black"	cryptic
Pinanga lepidota	Pinanga	lepidota	Areceae	Arecoideae	0	0	1	2	0	0	2.5	2	understorey	8	0.4			0.85			0.5			small	globose	"dark green with yellow base when young; turning orange"	orange	conspicuous
Pinanga ligulata	Pinanga	ligulata	Areceae	Arecoideae	0	0	1	1	0	0	2	4	understorey		1			2			0.9			small	globose			
Pinanga limbangensis	Pinanga	limbangensis	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga limosa	Pinanga	limosa	Areceae	Arecoideae	0	0	1	1	0	0	4	1	understorey	12	0.8			1.1			0.6			small	globose	black against bright red fruit stalk	black	cryptic
Pinanga macrospadix	Pinanga	macrospadix	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga maculata	Pinanga	maculata	Areceae	Arecoideae	0	0	1	1	0	0	5	5	understorey	7	2			2.5	2	3	1.6			small	ovoid	red to black	"red; black"	conspicuous
Pinanga malaiana	Pinanga	malaiana	Areceae	Arecoideae	0	0	1	0	0	0	7	7	canopy	9	2	2		2.5			1.4	1.3	1.5	small	globose	green to yellowish red to purple-black	"green; red; purple; black"	conspicuous
Pinanga manii	Pinanga	manii	Areceae	Arecoideae	0	0	1	1	0	0	16	15	canopy		2	2		2			1			small	ovoid	red turning black	"red; black"	conspicuous
Pinanga megalocarpa	Pinanga	megalocarpa	Areceae	Arecoideae	0	0	1		0	0																		
Pinanga micholitzii	Pinanga	micholitzii	Areceae	Arecoideae	0	0	1		0	0															elongate			
Pinanga minor	Pinanga	minor	Areceae	Arecoideae	0	0	1	1	0	0	3	3	understorey		1.5			1.5			0.8			small				
Pinanga minuta	Pinanga	minuta	Areceae	Arecoideae	0	0	1	2	0	0	1.5	0.5	understorey	13	0.3			0.95			0.5			small	elongate	pale yellow	yellow	conspicuous
Pinanga mirabilis	Pinanga	mirabilis	Areceae	Arecoideae	0	0	1	2	0	0	4.5	1.5	understorey	9	2		0.33	2.25			1.7			small	globose	"red brown; purple-black"	"brown; purple; black"	cryptic
Pinanga modesta	Pinanga	modesta	Areceae	Arecoideae	0	0	1	0	0	0	3	1.5	understorey	5	1.5			1.625	1.55	1.7	1			small	ovoid	pink turning red then purplish	"pink; red"	conspicuous
Pinanga mooreana	Pinanga	mooreana	Areceae	Arecoideae	0	0	1	0	0	0	8	2.5	canopy	8	3	2		1.5			0.5			small	ovoid	yellow-orange to deep purplish-black	"yellow; orange; black"	conspicuous
Pinanga negrosensis	Pinanga	negrosensis	Areceae	Arecoideae	0	0	1	0	0	0	8	7	canopy		2			1.2						small	elongate			
Pinanga nuichuensis	Pinanga	nuichuensis	Areceae	Arecoideae	0	0	1	2	0	0	5	4	understorey			1.09	0.1											
Pinanga pachycarpa	Pinanga	pachycarpa	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga pachyphylla	Pinanga	pachyphylla	Areceae	Arecoideae	0	0	1	2	0	0	3	2	understorey	5	1.2	0.9	0.33	0.9			0.5			small	globose			
Pinanga palustris	Pinanga	palustris	Areceae	Arecoideae	0	0	1		0	0																		
Pinanga pantiensis	Pinanga	pantiensis	Areceae	Arecoideae	0	0	1	0	0	0	6	20	canopy		2.5	2	0.55								ovoid			
Pinanga paradoxa	Pinanga	paradoxa	Areceae	Arecoideae	0	0	1	0	0	0	1.8	0.7	understorey	7	0.4	0.4		1.8			1			small		ripening red to black	"red; black"	conspicuous
Pinanga parvula	Pinanga	parvula	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga patula	Pinanga	patula	Areceae	Arecoideae	0	0	1	1	0	0	6	3	canopy	12	2	1.6	0.3	1			0.5			small	elongate	"pale pinkish brown; yellow; red"	"brown; yellow; red"	conspicuous
Pinanga pectinata	Pinanga	pectinata	Areceae	Arecoideae	0	0	1	2	0	0	4	3	understorey	7	2		0.65	1.8			0.8			small		"young cream; green"		
Pinanga perakensis	Pinanga	perakensis	Areceae	Arecoideae	0	0	1	0	0	0	3	4	understorey	9	2	2		2			1.05	1	1.1	small	ovoid	"ripening pink to black; purple-black"	"pink; black; purple"	conspicuous
Pinanga philippinensis	Pinanga	philippinensis	Areceae	Arecoideae	0	0	1	1	0	0	3	5	understorey		1		0.25	1.5			0.7			small		pink to red then purplish black	"pink; red; black"	conspicuous
Pinanga pilosa	Pinanga	pilosa	Areceae	Arecoideae	0	0	1	0	0	0		1			0.4	0.4		1			0.55			small	globose	yellow to orange to red	"yellow; orange; red"	conspicuous
Pinanga plicata	Pinanga	plicata	Areceae	Arecoideae	0	0	1	0	0	0	2	1.7	understorey		0.4	0.4		1.5			0.7			small	globose			
Pinanga polymorpha	Pinanga	polymorpha	Areceae	Arecoideae	0	0	1	0	0	0	3	2.5	understorey	6	0.77			1.6	1.4	1.8	1	0.8	1.2	small		"purple-black; blue-green to black"	"purple; black; blue; green"	cryptic
Pinanga porrecta	Pinanga	porrecta	Areceae	Arecoideae	0	0	1		0	0																		
Pinanga pulchella	Pinanga	pulchella	Areceae	Arecoideae	0	0	1	1	0	0	1.5	1.5	understorey												globose			
Pinanga purpurea	Pinanga	purpurea	Areceae	Arecoideae	0	0	1		0	0															ovoid			
Pinanga quadrijuga	Pinanga	quadrijuga	Areceae	Arecoideae	0	0	1	0	0	0	3	2	understorey	6	1.07		0.22	1.3			0.7			small		pink or red	"pink; red"	conspicuous
Pinanga ridleyana	Pinanga	ridleyana	Areceae	Arecoideae	0	0	1	1	0	0	1	1	understorey	8	0.5			1.7			0.5			small	globose	deep red to black	"red; black"	conspicuous
Pinanga rigida	Pinanga	rigida	Areceae	Arecoideae	0	0	1	1	0	0	5	2	understorey		1			1			0.7			small		red	red	conspicuous
Pinanga riparia	Pinanga	riparia	Areceae	Arecoideae	0	0	1	0	0	0	5	3	understorey	6	0.9	0.8	0.12	1.3			0.7			small	ovoid	ripening red to black	"red; black"	conspicuous
Pinanga rivularis	Pinanga	rivularis	Areceae	Arecoideae	0	0	1	0	0	0	1.5	1.5	understorey		0.5			0.65			0.5			small	elongate	"bright green; yellow cream"	"green; cream"	cryptic
Pinanga rumphiana	Pinanga	rumphiana	Areceae	Arecoideae	0	0	1	1	0	0	15	15	canopy	7	3.1	2.75	0.4	1.5			0.9			small	ovoid	bright red to blackish	red	conspicuous
Pinanga rupestris	Pinanga	rupestris	Areceae	Arecoideae	0	0	1	0	0	0	0.6	0.6	understorey	6	0.67	0.5	0.19	1.7			0.9			small	ovoid			
Pinanga salicifolia	Pinanga	salicifolia	Areceae	Arecoideae	0	0	1	1	0	0	4	4	understorey	6	1.5		0.45	1.5			0.5			small	globose	"pale green; brown"	"green; brown"	cryptic
Pinanga samarana	Pinanga	samarana	Areceae	Arecoideae	0	0	1		0	0															globose			
Pinanga sarmentosa	Pinanga	sarmentosa	Areceae	Arecoideae	0	0	1		0	0															elongate			
Pinanga sclerophylla	Pinanga	sclerophylla	Areceae	Arecoideae	0	0	1	0	0	0	4	4	understorey		3		2.2	1			0.7			small	elongate			
Pinanga scortechinii	Pinanga	scortechinii	Areceae	Arecoideae	0	0	1	0	0	0	5	5	understorey	8	2.5	2.5		1.35	1.2	1.5	0.85	0.7	1	small		"black; red"	"black; red"	conspicuous
Pinanga sessilifolia	Pinanga	sessilifolia	Areceae	Arecoideae	0	0	1	1	0	0	2	1.25	understorey	10	0.47		0.02	1.5			0.4			small		darkgreen purple black	"purple; black"	cryptic
Pinanga sibuyanensis	Pinanga	sibuyanensis	Areceae	Arecoideae	0	0	1		0	0	9	15	canopy		1.2			2.1			1.5			small		green?		
Pinanga sierramadreana	Pinanga	sierramadreana	Areceae	Arecoideae	0	0	1	1	0	0	5	2.5	understorey	5	0.9	0.6	0.33	1.3			0.8			small	globose	green ripening red then purplish-black	"red; purple; black"	conspicuous
Pinanga simplicifrons	Pinanga	simplicifrons	Areceae	Arecoideae	0	0	1	0	0	0	1.5	1.5	understorey	7	0.8			1.9	1.8	2	1			small		red	red	conspicuous
Pinanga singaporensis	Pinanga	singaporensis	Areceae	Arecoideae	0	0	1	0	0	0								1.6			0.9			small	globose			
Pinanga sobolifera	Pinanga	sobolifera	Areceae	Arecoideae	0	0	1	0	0	0	2	2.5	understorey	5	1.1	1.02	0.11	1.2			0.8			small	ovoid	ripening pinkish then purplish-black	black	cryptic
Pinanga speciosa	Pinanga	speciosa	Areceae	Arecoideae	0	0	1	1	0	0		12			2.5			0.4						small	ovoid	red black	black	cryptic
Pinanga stricta	Pinanga	stricta	Areceae	Arecoideae	0	0	1	1	0	0	1.5	1.5	understorey		0.75			1.5			0.6			small	ovoid			
Pinanga stylosa	Pinanga	stylosa	Areceae	Arecoideae	0	0	1	0	0	0	4	2	understorey	7	1.2		0.22	1.6			1			small	ovoid	red	red	conspicuous
Pinanga subintegra	Pinanga	subintegra	Areceae	Arecoideae	0	0	1	0	0	0	3	0.5	understorey		1	1		1.7			0.5			small	ovoid	red	red	conspicuous
Pinanga subruminata	Pinanga	subruminata	Areceae	Arecoideae	0	0	1		0	0																		
Pinanga sylvestris	Pinanga	sylvestris	Areceae	Arecoideae	0	0	1	0	0	0	6	3.5	canopy	8	1.55	1.3	0.27	2.3			1			small		red	red	conspicuous
Pinanga tashiroi	Pinanga	tashiroi	Areceae	Arecoideae	0	0	1	2	0	0	7	20	canopy		2.1	1.5	0.65	1.8			1.2			small	ovoid	red	red	conspicuous
Pinanga tenacinervis	Pinanga	tenacinervis	Areceae	Arecoideae	0	1	0	0	0	0	0.1	1.2	understorey	6	1.1	0.65	0.5	1.2			0.4			small		"crimson; shiny"	red	conspicuous
Pinanga tenella	Pinanga	tenella	Areceae	Arecoideae	0	0	1	0	0	0	2	1	understorey	8	2.5			1.4			0.5			small		green to cream white orange	"green; cream; white"	cryptic
Pinanga tomentella	Pinanga	tomentella	Areceae	Arecoideae	0	0	1	0	0	0	1.5	1	understorey	7	1	0.75	0.27	1.55			0.7			small	globose	green to red to black	"green; red; black"	conspicuous
Pinanga tomentosa	Pinanga	tomentosa	Areceae	Arecoideae	0	0	1		0	0																		
Pinanga trichoneura	Pinanga	trichoneura	Areceae	Arecoideae	0	0	1		0	0	2.15		understorey		0.45		0.12	0.8			0.4			small				
Pinanga uncinata	Pinanga	uncinata	Areceae	Arecoideae	0	0	1		0	0																		
Pinanga urdanetensis	Pinanga	urdanetensis	Areceae	Arecoideae	0	0	1	1	0	0	3	3	understorey		1			1.3			0.7			small	ovoid			
Pinanga urosperma	Pinanga	urosperma	Areceae	Arecoideae	0	0	1		0	0	3.6		understorey		1.5			0.65			0.4			small	ovoid			
Pinanga variegata	Pinanga	variegata	Areceae	Arecoideae	0	0	1	1	0	0	3	1	understorey	7	2.5			1.7			0.7			small	ovoid			
Pinanga veitchii	Pinanga	veitchii	Areceae	Arecoideae	0	0	1	0	0	0	2	1	understorey		1	1									globose	red	red	conspicuous
Pinanga versicolor	Pinanga	versicolor	Areceae	Arecoideae	0	0	1	0	0	0	5	3.5	understorey		1	1		1	1	1.6	1			small	ovoid	whitish	white	cryptic
Pinanga watanaiana	Pinanga	watanaiana	Areceae	Arecoideae	0	0	1	0	0	0	2.5	3.5	understorey	7	1	1		1.5			1			small		ripening red to black	"red; black"	conspicuous
Pinanga woodiana	Pinanga	woodiana	Areceae	Arecoideae	0	0	1	1	0	0	5	4	understorey		2			1.2			0.6			small	globose			
Pinanga yassinii	Pinanga	yassinii	Areceae	Arecoideae	0	0	1	1	0	0	2	1.5	understorey		0.6										globose			
Plectocomia assamica	Plectocomia	assamica	Calameae	Calamoideae	1	0	0	0	0	1	15	15	canopy		5	5		2.5			2.5			small	ovoid	reddish brown	brown	cryptic
Plectocomia billitonensis	Plectocomia	billitonensis	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Plectocomia bractealis	Plectocomia	bractealis	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Plectocomia dransfieldiana	Plectocomia	dransfieldiana	Calameae	Calamoideae	1	0	0	0	0	1	30	7	canopy		4.7		0	2.25			2.5			small				
Plectocomia elmeri	Plectocomia	elmeri	Calameae	Calamoideae	1	0	0	0	0	1	25	15	canopy		2.03		0.38	2.5			2.5			small	globose			
Plectocomia elongata	Plectocomia	elongata	Calameae	Calamoideae	1	0	0	1	0	1	50	17	canopy		6.55	6.4	0.67	3			2	1	3	small	ovoid	reddish brown	brown	cryptic
Plectocomia himalayana	Plectocomia	himalayana	Calameae	Calamoideae	1	0	0	0	0	1	20	10	canopy		3.5	3.5		1.5			1.5			small	globose	yellowish brown	brown	cryptic
Plectocomia khasyana	Plectocomia	khasyana	Calameae	Calamoideae	1	0	0		0	1	25		canopy		1.5			2.6			2.4			small	ovoid	dark brown scales	brown	cryptic
Plectocomia longistigma	Plectocomia	longistigma	Calameae	Calamoideae	1	0	0	0	0	1	20	7	canopy		4.5		0.27	1.6			1.6			small	ovoid			
Plectocomia lorzingii	Plectocomia	lorzingii	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Plectocomia macrostachya	Plectocomia	macrostachya	Calameae	Calamoideae	1	0	0		0	1			canopy												globose			
Plectocomia microstachys	Plectocomia	microstachys	Calameae	Calamoideae	1	0	0	1	0	1	15	6	canopy		1.5	1.5		2			2			small	globose	brownish	brown	cryptic
Plectocomia mulleri	Plectocomia	mulleri	Calameae	Calamoideae	1	0	0	2	0	1	30	15	canopy		7			2.5			2.5	2	3	small		"chestnut brown; hairy"	brown	cryptic
Plectocomia pierreana	Plectocomia	pierreana	Calameae	Calamoideae	1	0	0	2	0	1	50	10	canopy		4.55		0.64	2.3			2.3			small	ovoid	yellowish brown	brown	cryptic
Plectocomia pygmaea	Plectocomia	pygmaea	Calameae	Calamoideae	1	0	0		0	1		1	canopy		0.5										globose			
Plectocomiopsis corneri	Plectocomiopsis	corneri	Calameae	Calamoideae	1	0	0	0	0	1	25	3.5	canopy		3		0.1	2.5			2.75	2.5	3	small	ovoid	pale bright orangey-brown scales	brown	cryptic
Plectocomiopsis geminiflora	Plectocomiopsis	geminiflora	Calameae	Calamoideae	1	0	0	0	0	1	50	6	canopy	22	3.9	3.9	0.15	2.75	2.5	3	3.25	3	3.5	small	globose	"brown; pale greenish to chestnut brown"	brown	cryptic
Plectocomiopsis mira	Plectocomiopsis	mira	Calameae	Calamoideae	1	0	0	0	0	1	40	3.5	canopy		2.75		0.17	2.5			3			small	globose	bright orangey-brown	brown	cryptic
Plectocomiopsis songthanhensis	Plectocomiopsis	songthanhensis	Calameae	Calamoideae	1	0	0	0	0	1	30	1.7	canopy			0.87	0.02	1.8			1.6			small	globose	brownish–green	brown	cryptic
Plectocomiopsis triquetra	Plectocomiopsis	triquetra	Calameae	Calamoideae	1	0	0	0	0	1	40	2	canopy		2.2		0.22	2.5			3			small	ovoid	bright orangey-brown	brown	cryptic
Plectocomiopsis wrayi	Plectocomiopsis	wrayi	Calameae	Calamoideae	1	0	0	0	0	1	30	4	canopy		2	1.5	0.55	2.7			3			small		brown	brown	cryptic
Podococcus acaulis	Podococcus	acaulis	Podococceae	Arecoideae	0	1	0	0	0	0	0		understorey		5			2.5	2	3	0.75	0.5	1	small	ovoid	purplish brown 	brown	cryptic
Podococcus barteri	Podococcus	barteri	Podococceae	Arecoideae	0	0	1	1	0	0	2	2.5	understorey	9	2	0.54		2.5	2	3	0.6	0.6	0.8	small		"orange-red; brown"	"orange; red; brown"	conspicuous
Pogonotium divaricatum	Pogonotium	divaricatum	Calameae	Calamoideae	2	0	2	1	0	1	4	2	understorey		1.2			1.55	1.4	1.7	1.7			small		dull red-brown	brown	cryptic
Pogonotium moorei	Pogonotium	moorei	Calameae	Calamoideae	0	0	1	1	0	1	2	1.8	understorey		1.1			1.3			0.9			small		pinkish-brown	brown	cryptic
Pogonotium ursinum	Pogonotium	ursinum	Calameae	Calamoideae	2	0	2	1	0	1	4	2	understorey		1.2			1.7			1.4			small	globose	dull red-brown	brown	cryptic
Ponapea hentyi	Ponapea	hentyi	Areceae	Arecoideae	0	0	1	1	0	0								1.6			1			small		red	red	conspicuous
Ponapea hosinoi	Ponapea	hosinoi	Areceae	Arecoideae	0	0	1	1	0	0	15	20	canopy		3			3	2.8	3.2	1.8	1.7	1.9	small	elongate	red	red	conspicuous
Ponapea ledermanniana	Ponapea	ledermanniana	Areceae	Arecoideae	0	0	1	1	0	0	15	12	canopy		3	3		4	3.6	4.4	1.65	1.6	1.7	large	globose	red	red	conspicuous
Ponapea palauensis	Ponapea	palauensis	Areceae	Arecoideae	0	0	1	1	0	0					2			2.25	2.2	2.3	1.15	1.1	1.2	small	globose			
Prestoea acuminata	Prestoea	acuminata	Euterpeae	Arecoideae	0	0	1	2	0	0	15	20	canopy	10	3.2	2.6	0.65	1.4			1.4	1	1.8	small		purple-black	"purple; black"	cryptic
Prestoea carderi	Prestoea	carderi	Euterpeae	Arecoideae	0	0	1	2	0	0	4	10	understorey	10	4.9	2.4	2.6	0.85			0.85	0.7	1	small	ovoid	purple-black	"purple; black"	cryptic
Prestoea decurrens	Prestoea	decurrens	Euterpeae	Arecoideae	0	0	1	2	0	0	10	12	canopy	10	4.67	3.12	1.65	0.9			0.9	0.7	1.1	small	globose	purple-black	"purple; black"	cryptic
Prestoea ensiformis	Prestoea	ensiformis	Euterpeae	Arecoideae	0	0	1	2	0	0	10	13	canopy	14	3.4	2.3	1.15	0.85			0.85	0.7	1	small	globose	purple-black	"purple; black"	cryptic
Prestoea longipetiolata	Prestoea	longipetiolata	Euterpeae	Arecoideae	0	0	1	2	0	0	3	10	understorey	6		2	2	1.05	1	1.1	1.05	1	1.1	small	globose	purple	purple	cryptic
Prestoea pubens	Prestoea	pubens	Euterpeae	Arecoideae	0	0	1	2	0	0	3.5	5	understorey	10	2.8	1.8		0.9			0.9	0.8	1	small	ovoid	purple-black	"purple; black"	cryptic
Prestoea pubigera	Prestoea	pubigera	Euterpeae	Arecoideae	0	0	1	1	0	0	4	3.5	understorey	9	1.53	0.8	0.78	1			1	0.8	1.2	small	globose	purple-black	"purple; black"	cryptic
Prestoea schultzeana	Prestoea	schultzeana	Euterpeae	Arecoideae	0	0	1	2	0	0	5	5.5	understorey	10	3.8	2.2	1.7	0.85			0.85	0.7	1	small	elongate	purple-black	"purple; black"	cryptic
Prestoea simplicifolia	Prestoea	simplicifolia	Euterpeae	Arecoideae	0	0	1	2	0	0	8	7	canopy	12	1.9	1.8	0.12	1.15			1.15	0.9	1.4	small	globose	purple-black	"purple; black"	cryptic
Prestoea tenuiramosa	Prestoea	tenuiramosa	Euterpeae	Arecoideae	0	0	1	2	0	0	10	20	canopy	15	2.2	1.8	0.45	1.1			1.1	1	1.2	small	ovoid	purple-black	"purple; black"	cryptic
Pritchardia arecina	Pritchardia	arecina	Trachycarpeae	Coryphoideae	0	0	1	1	0	0	15	50	canopy	15	1.8		0.02	4.5			3.9	3.8	4	large		brown to black	"brown; black"	cryptic
